Rank,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
572,Jarron Cumberland,24,POR,SG,3,0,12,.500,15.8,.500,.500,.000,.000,.000,.500,1.000,1.000,,,,.000,1.000,,.000,0,.000,,0,0,,cumbeja01
573,JaQuori McLaughlin,24,DAL,PG,4,0,11,.000,21.9,.500,.000,.000,.000,.500,.500,.000,,,,.000,.000,,,.000,0,1.000,.000,0,0,,mclauja01
574,Rob Edwards,25,OKC,SG,2,0,11,.250,24.3,.000,.000,.000,.000,.000,1.000,,,,,,.250,,.000,.000,0,.500,.000,0,0,,edwarro01
575,Emmanuel Mudiay,25,SAC,PG,2,0,11,.000,13.0,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,,,.000,0,,,0,0,,mudiaem01
576,Tre Scott,25,CLE,SF,2,0,11,.500,8.2,.833,.500,.167,.167,.000,.167,.600,.667,1.000,.000,,.000,.667,,.000,0,.000,,0,0,,scotttr01
577,Shaq Buchanan,25,MEM,SG,2,0,10,.250,13.6,.500,.500,.000,.000,.000,.500,.500,.500,,,,.000,1.000,,.000,0,.000,,0,0,,buchash01
578,DaQuan Jeffries,24,MEM,SG,3,0,9,.500,12.1,.500,.500,.000,.000,.000,.500,1.000,1.000,,,,.000,1.000,,.500,1,1.000,.000,0,0,,jeffrda01
579,Jon Teske,24,MEM,C,3,0,8,.000,15.5,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,,,.000,0,,,0,0,,teskejo01
580,Feron Hunt,22,NYK,SF,2,0,8,.000,1.5,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,,.500,0,,,0,0,,huntfe01
581,Anthony Lamb,24,SAS,SF,2,0,8,.000,27.1,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,,lamban01
582,M.J. Walker,23,PHO,SG,2,0,8,.000,15.4,.500,.250,.250,.000,.000,.500,.000,.000,.000,,,.000,,,.000,0,.500,.000,0,0,,walkemj01
583,Malik Newman,24,CLE,PG,1,0,8,.600,14.8,.800,.200,.000,.400,.200,.200,.750,1.000,,1.000,.000,.000,.667,,.000,0,.000,,0,0,,newmama01
584,Paris Bass,26,PHO,SF,2,0,7,.333,11.7,.667,.333,.333,.000,.000,.333,.500,1.000,.000,,,.000,.500,,.167,1,.000,,0,0,,basspa01
585,Scottie Lewis,21,CHO,SG,2,0,7,,,,,,,,,,,,,,,,,,0,,,0,0,,lewissc01
586,Jaysean Paige,27,DET,PG,1,0,7,.000,23.7,.333,.000,.000,.000,.333,.667,.000,,,,.000,.000,,,.000,0,.000,,0,0,,paigeja01
587,Jordan Goodwin,23,WAS,SG,2,0,6,.000,16.6,.667,.333,.000,.000,.333,.333,.000,.000,,,.000,.000,,,.000,0,.000,,0,0,,goodwjo01
588,Jaden Springer,19,PHI,SG,2,0,6,1.000,9.1,1.000,.000,1.000,.000,.000,.000,1.000,,1.000,,,,.000,,.000,0,,,0,0,,sprinja01
589,Arnoldas Kulboka,24,CHO,SF,2,0,5,.000,23.4,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,1.000,.000,0,0,,kulboar01
590,Zylan Cheatham,26,UTA,SF,1,0,5,.000,17.2,.333,.333,.000,.000,.000,.667,.000,.000,,,,.000,,,.000,0,.500,.000,0,0,,cheatzy01
591,Matt Ryan,24,BOS,SF,1,0,5,.200,25.6,.000,.000,.000,.000,.000,1.000,,,,,,.200,,1.000,.000,0,.400,.500,0,0,,ryanma01
592,Tyrell Terry,21,MEM,PG,2,0,3,1.000,15.2,1.000,.000,.000,1.000,.000,.000,1.000,,,1.000,,,.000,,.000,0,,,0,0,,terryty01
593,Javin DeLaurier,23,MIL,C,1,0,3,,,,,,,,,,,,,,,,,,0,,,0,0,,delauja01
594,Jaime Echenique,24,WAS,C,1,0,3,,,,,,,,,,,,,,,,,,0,,,0,0,,echenja01
595,Nate Hinton,22,IND,SG,2,0,2,.000,8.1,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,,.000,0,,,0,0,,hintona01
596,David Johnson,20,TOR,SG,2,0,2,.000,26.1,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,,johnsda08
597,Jordan Bell,27,CHI,C,1,0,2,,,,,,,,,,,,,,,,,,0,,,0,0,,belljo01
598,Tyler Hall,24,NYK,SG,1,0,2,,,,,,,,,,,,,,,,,,0,,,0,0,,hallty01
599,Joe Johnson,40,BOS,SG,1,0,2,1.000,18.1,1.000,.000,.000,.000,1.000,.000,1.000,,,,1.000,,.000,,.000,0,,,0,0,,johnsjo02
600,C.J. Miles,34,BOS,SG,1,0,2,,,,,,,,,,,,,,,,,,0,,,0,0,,milescj01
601,Matt Mooney,25,NYK,SG,1,0,2,.000,25.1,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,,moonema01
602,Ahmad Caver,25,IND,SG,1,0,1,1.000,1.8,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,1.000,,.000,0,,,0,0,,caverah01
603,Sam Dekker,27,TOR,PF,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,,dekkesa01
604,DeJon Jarreau,24,IND,SG,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,,jarrede01
605,Ade Murkey,24,SAC,SG,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,,murkead01
