Player,Age,Team,Pos,G,GS,MP,+/- Per 100 Poss_OnCourt,+/- Per 100 Poss_On-Off,BadPass,LostBall,Fouls Committed_Shoot,Fouls Committed_Off.,Fouls Drawn_Shoot,Fouls Drawn_Off.,PGA,And1,Blkd,playerID
Freddie Gillespie,24,ORL,PF,9,2,119,-10.9,-2.8,1,1,9,2,3,3,12,1,5,gillefr01
Jabari Parker,26,BOS,PF,12,0,112,-1.2,-9.2,5,2,9,1,3,0,13,1,2,parkeja01
Derrick Walton,26,DET,PG,3,3,108,-2.2,6,7,2,4,1,2,0,50,0,1,waltode01
Jeff Dowtin Jr.,24,TOT,PG,9,0,108,-12.4,-8.3,4,1,2,0,0,1,27,0,0,dowtije01
Langston Galloway,30,TOT,SG,7,0,107,-3.1,-5.4,3,1,4,1,0,1,29,0,1,gallola01
Louis King,22,SAC,SF,10,0,104,-14.7,-9.5,0,0,7,0,5,2,21,1,1,kinglo02
Chaundee Brown Jr.,23,TOT,SF,5,2,104,-7.7,-8.7,0,1,4,0,2,1,9,0,3,brownch05
Luke Kornet,26,TOT,C,15,0,103,8,1.2,0,0,9,0,3,0,23,2,2,kornelu01
Chris Silva,25,TOT,PF,10,0,91,-13.3,-18.1,2,2,13,4,6,2,17,1,3,silvach01
Tyler Johnson,29,TOT,PG,6,0,91,-6.1,-7.4,1,1,3,0,0,2,16,0,1,johnsty01
Devon Dotson,22,CHI,PG,11,0,85,0.2,0.5,3,0,4,1,3,2,38,1,2,dotsode01
Udonis Haslem,41,MIA,C,13,0,83,-10.7,-15.6,1,2,8,1,2,1,10,1,3,hasleud01
Wes Iwundu,27,ATL,SF,3,1,82,0.7,-1.1,0,1,3,0,2,1,0,0,4,iwundwe01
Bol Bol,22,DEN,PF,14,0,81,1.7,-0.6,0,1,4,0,2,0,12,1,1,bolbo01
Carsen Edwards,23,DET,SG,4,0,79,-8.8,-0.8,3,0,2,0,1,0,34,1,5,edwarca01
Ryan Arcidiacono,27,NYK,PG,10,0,76,-7.3,-7.7,3,0,1,0,0,4,9,0,0,arcidry01
Tyrone Wallace,27,NOP,SG,6,0,75,-6.3,-5.3,1,0,5,0,2,0,3,1,1,wallaty01
Isaiah Todd,20,WAS,PF,12,0,74,-20,-17,3,1,4,0,2,0,9,0,3,toddis01
Trevelin Queen,24,HOU,SG,10,0,74,3.6,12.9,2,4,4,1,3,1,10,2,0,queentr01
Aleem Ford,24,ORL,SF,5,0,74,-21.2,-13.2,0,2,3,1,0,1,4,0,1,fordal03
Quinndary Weatherspoon,25,GSW,SG,11,0,73,-6.8,-12.8,2,0,6,1,4,0,12,3,0,weathqu01
Yves Pons,22,MEM,SF,12,0,71,-19.5,-25.8,1,0,5,0,1,0,3,0,1,ponsyv01
Rayjon Tucker,24,TOT,SG,5,0,71,-4.5,-7.4,0,1,1,0,2,1,25,0,0,tuckera01
Isaac Bonga,22,TOR,SF,15,0,69,-20.3,-22.9,1,1,4,0,3,0,11,0,2,bongais01
Brandon Knight,30,DAL,PG,5,0,65,-8.3,-12.1,2,0,2,1,0,1,20,0,2,knighbr03
B.J. Johnson,26,ORL,SF,4,0,65,-11.2,-3,0,0,3,0,0,0,0,0,2,johnsbj01
Kai Jones,21,CHA,C,21,0,63,-7.8,-8.4,2,2,3,0,3,0,9,0,0,joneska01
RJ Nembhard Jr.,22,CLE,SG,14,0,63,-8.2,-10.5,1,2,2,0,1,1,28,0,3,nembhrj01
Malik Fitts,24,TOT,PF,15,0,63,-13,-20,1,0,3,0,0,0,13,0,2,fittsma01
Brodric Thomas,25,BOS,SG,12,0,60,2.9,-4.9,3,3,4,0,3,0,26,1,1,thomabr01
Tacko Fall,26,CLE,C,11,1,59,-0.3,-2.4,0,3,3,0,4,0,5,1,1,fallta01
Sam Merrill,25,MEM,SG,6,0,58,-11.5,-17.5,2,0,1,0,2,1,8,1,0,merrisa01
Gabriel Deck,26,OKC,PF,7,0,56,-12.2,-3.9,2,0,1,0,0,0,13,0,0,deckga01
James Ennis III,31,TOT,SF,7,0,56,0.8,-0.2,0,2,3,0,3,0,9,1,1,ennisja01
D.J. Wilson,25,TOR,PF,4,1,54,-13.9,-16.3,2,0,4,0,1,0,11,0,1,wilsodj01
Myles Powell,24,PHI,PG,11,0,52,-14.6,-17.5,1,1,3,0,0,1,8,0,1,powelmy01
Mason Jones,23,LAL,SG,4,0,51,17.5,20.9,0,1,4,0,6,0,10,3,0,jonesma05
Tremont Waters,24,TOT,PG,3,0,50,-18.1,-19.7,2,2,3,0,0,0,16,0,0,watertr01
Cameron McGriff,24,POR,SF,3,0,46,7.5,16.6,0,0,4,0,1,0,8,0,0,mcgrica01
Miye Oni,24,UTA,SG,16,0,44,-28.8,-35.3,0,0,4,0,1,0,14,1,0,onimi01
Gabriel Lundberg,27,PHX,SG,4,0,44,15.2,7.5,0,2,1,0,0,0,28,0,2,lundbga01
Vernon Carey Jr.,20,TOT,C,7,1,44,-48.6,-47.1,1,1,3,1,7,0,0,3,0,careyve01
Jared Harper,24,NOP,PG,5,0,43,3.7,4.8,1,1,4,0,2,0,39,1,1,harpeja01
Cameron Oliver,25,ATL,SF,2,0,43,3.5,1.7,0,0,3,0,2,0,7,1,0,oliveca01
Robert Woodard II,22,SAC,SF,12,0,42,12.5,18.2,0,1,3,0,1,1,7,0,2,woodaro01
Sharife Cooper,20,ATL,PG,13,0,39,-42.5,-44.8,2,2,0,0,0,0,12,0,3,coopesh01
Cassius Winston,23,WAS,PG,7,0,39,-13.9,-10.8,2,1,5,0,1,0,16,0,1,winstca01
Xavier Sneed,24,TOT,SF,9,0,39,-10.6,-16.6,0,0,1,0,0,0,3,0,0,sneedxa01
Nik Stauskas,28,TOT,SG,8,0,39,28,22.3,0,1,1,0,3,1,5,0,0,stausni01
Petr Cornelie,26,DEN,PF,13,0,38,6,3.7,3,0,5,1,0,0,8,0,1,cornepe01
Darren Collison,34,LAL,PG,3,0,37,-21.7,-18.8,1,0,5,0,0,0,4,0,0,collida01
Justin Jackson,26,TOT,SF,7,0,37,-22,-30,1,0,2,0,0,0,5,0,0,jacksju01
Marko Simonovic,22,CHI,C,9,0,35,9.3,9.7,0,0,3,0,3,0,0,1,3,simonma01
Cheick Diallo,25,DET,C,3,0,31,-45.3,-37.6,0,0,3,1,3,0,0,0,1,diallch01
Micah Potter,23,DET,C,3,0,31,-56.2,-48.6,0,0,1,1,2,1,0,2,0,pottemi01
Juwan Morgan,24,TOT,PF,2,0,31,-27,-30.2,0,0,1,0,0,0,2,0,0,morgaju01
Jordan Schakel,23,WAS,SG,4,0,30,3.3,6.6,1,0,0,0,1,1,0,0,2,schakjo01
Daniel Oturu,22,TOR,C,3,0,27,-42.1,-44.6,0,0,1,0,3,0,0,1,2,oturuda01
Deividas Sirvydis,21,DET,SG,3,0,27,-45.5,-37.8,0,0,1,0,0,1,2,0,1,sirvyde01
Mac McClung,23,TOT,SG,2,0,25,9.7,12.5,2,0,3,0,1,0,2,1,1,mccluma01
Shaquille Harrison,28,BKN,SG,2,0,23,-10.8,-12.2,2,0,1,0,0,1,8,0,1,harrish01
Carlik Jones,24,TOT,PG,5,0,23,-33.2,-36.7,2,1,0,0,0,0,11,0,0,jonesca03
Chandler Hutchison,25,PHX,SF,6,0,22,30.6,23,0,2,0,0,1,0,5,0,0,hutchch01
Damyean Dotson,27,NYK,SG,2,0,21,8.3,8.1,0,0,0,0,0,0,2,0,1,dotsoda01
Gabe York,28,IND,SG,2,0,21,-10.7,-6.7,1,0,1,0,3,0,8,1,0,yorkga01
Joel Ayayi,21,WAS,SG,7,0,20,0.2,3.5,0,0,0,0,0,0,11,0,2,ayayijo01
Jay Huff,23,LAL,C,4,0,20,31.5,34.8,0,1,1,0,0,1,3,0,0,huffja01
McKinley Wright IV,23,MIN,PG,5,0,19,-18.4,-20.9,1,0,1,0,0,0,8,0,0,wrighmc01
George King,28,DAL,SF,4,0,19,-60,-63.9,1,0,3,0,1,0,0,0,1,kingge03
Norvel Pelle,28,UTA,C,3,0,19,-56,-62.4,1,0,0,0,0,0,0,0,0,pelleno01
Wayne Selden,27,NYK,SG,3,0,19,-28.8,-29.2,0,0,0,0,2,0,2,0,1,seldewa01
Craig Sword,28,WAS,SG,3,0,19,14.5,17.8,0,1,4,0,0,0,3,0,0,swordcr01
Eugene Omoruyi,24,DAL,SF,4,0,18,2.6,-1,0,0,1,0,1,0,4,0,0,omorueu01
Emanuel Terry,25,PHX,PF,3,0,18,-51.4,-59.4,2,1,2,1,0,0,4,0,0,terryem01
Scotty Hopson,32,OKC,SG,1,0,18,-14.2,-5.9,1,0,0,1,0,0,2,0,0,hopsosc01
Aaron Henry,22,PHI,SF,6,0,17,-51.1,-54.1,1,0,2,0,0,0,0,0,2,henryaa01
Trayvon Palmer,27,DET,SG,1,0,17,-33.9,-26,1,0,1,0,0,0,0,0,0,palmetr01
Dakota Mathias,26,MEM,SG,6,0,16,-37.5,-43.5,0,0,0,0,0,0,2,0,0,mathida01
Jaylen Morris,26,SAS,SG,3,0,16,14.3,14.2,0,1,1,0,1,0,6,0,1,morrija01
Sekou Doumbouya,21,LAL,PF,2,0,16,65.5,68.9,0,2,1,0,1,0,0,0,1,doumbse01
Jemerrio Jones,26,LAL,SF,2,0,15,-43.3,-40.4,0,0,0,0,0,0,0,0,0,jonesje01
Moses Wright,23,TOT,PF,4,0,14,-21.7,-25.1,0,0,0,0,2,0,5,1,0,wrighmo01
Cat Barber,27,ATL,PG,3,0,13,35.7,34,0,1,1,0,1,0,8,0,1,barbeca01
Jarron Cumberland,24,POR,SG,3,0,12,30.5,39.5,0,0,0,0,0,0,2,0,0,cumbeja01
JaQuori McLaughlin,24,DAL,PG,4,0,11,-41.8,-45.5,0,0,1,0,0,0,5,0,0,mclauja01
Rob Edwards,25,OKC,SG,2,0,11,-51.7,-43.5,1,0,0,0,0,0,0,0,0,edwarro01
Emmanuel Mudiay,25,SAC,PG,2,0,11,-16.4,-11,1,0,1,0,1,0,9,0,0,mudiaem01
Tre Scott,25,CLE,SF,2,0,11,20.3,18.3,0,0,0,0,0,0,0,0,0,scotttr01
Shaq Buchanan,25,MEM,SG,2,0,10,-8.7,-14.5,1,0,1,0,0,0,4,0,1,buchash01
DaQuan Jeffries,24,MEM,SG,3,0,9,-28.2,-34,0,0,1,0,0,0,2,0,0,jeffrda01
Jon Teske,24,MEM,C,3,0,8,-25.8,-31.7,0,0,0,0,0,0,3,0,0,teskejo01
Feron Hunt,22,NYK,SF,2,0,8,-1.1,-1.4,0,0,1,0,0,0,2,0,0,huntfe01
Anthony Lamb,24,SAS,SF,2,0,8,25.8,25.8,0,0,0,0,0,0,5,0,1,lamban01
M.J. Walker,23,PHX,SG,2,0,8,-11.7,-19.5,0,0,0,0,0,0,2,0,1,walkemj01
Malik Newman,24,CLE,PG,1,0,8,0.8,-1.3,1,0,0,0,1,0,3,0,0,newmama01
Paris Bass,26,PHX,SF,2,0,7,12.5,4.8,1,1,1,0,1,0,0,0,2,basspa01
Scottie Lewis,21,CHA,SG,2,0,7,-26.7,-27.3,0,0,0,0,0,0,2,0,0,lewissc01
Jaysean Paige,27,DET,PG,1,0,7,-69.6,-61.7,1,0,2,0,0,0,3,0,0,paigeja01
Jordan Goodwin,23,WAS,SG,2,0,6,-100,-96.8,0,0,1,0,0,0,0,0,0,goodwjo01
Jaden Springer,19,PHI,SG,2,0,6,-59.8,-62.6,0,1,0,0,0,0,0,0,0,sprinja01
Arnoldas Kulboka,24,CHA,SF,2,0,5,-90,-90.7,0,0,1,0,0,0,0,0,0,kulboar01
Zylan Cheatham,26,UTA,SF,1,0,5,-118.2,-124.4,0,0,0,0,0,0,0,0,0,cheatzy01
Matt Ryan,24,BOS,SF,1,0,5,35.6,27.9,0,0,0,0,0,0,0,0,0,ryanma01
Tyrell Terry,21,MEM,PG,2,0,3,-25,-30.8,0,0,0,0,0,0,0,0,0,terryty01
Javin DeLaurier,23,MIL,C,1,0,3,85.7,82.6,0,0,1,0,0,0,0,0,0,delauja01
Jaime Echenique,24,WAS,C,1,0,3,-25,-21.7,0,0,0,0,0,0,0,0,0,echenja01
Nate Hinton,22,IND,SG,2,0,2,93.3,97.4,1,0,0,0,0,0,0,0,0,hintona01
David Johnson,20,TOR,SG,2,0,2,-50,-52.2,0,0,0,0,0,0,0,0,0,johnsda08
Jordan Bell,27,CHI,C,1,0,2,25,25.3,0,0,2,0,0,0,0,0,0,belljo01
Tyler Hall,24,NYK,SG,1,0,2,-90,-90.3,0,0,0,0,0,0,0,0,0,hallty01
Joe Johnson,40,BOS,SG,1,0,2,-125,-132.8,0,0,0,0,0,0,0,0,0,johnsjo02
C.J. Miles,34,BOS,SG,1,0,2,-125,-132.8,0,0,1,0,0,0,0,0,0,milescj01
Matt Mooney,25,NYK,SG,1,0,2,-90,-90.3,1,0,0,0,0,0,0,0,0,moonema01
Ahmad Caver,25,IND,SG,1,0,1,100,104.1,0,0,0,0,0,0,0,0,0,caverah01
Sam Dekker,27,TOR,PF,1,0,1,-250,-252.2,0,0,0,0,0,0,0,0,0,dekkesa01
DeJon Jarreau,24,IND,SG,1,0,1,0,4.1,0,0,0,0,0,0,0,0,0,jarrede01
Ade Murkey,24,SAC,SG,1,0,1,-16.7,-11.2,0,0,0,0,0,0,0,0,0,murkead01
