Player,Age,Team,Pos,G,GS,MP,+/- Per 100 Poss_OnCourt,+/- Per 100 Poss_On-Off,BadPass,LostBall,Fouls Committed_Shoot,Fouls Committed_Off.,Fouls Drawn_Shoot,Fouls Drawn_Off.,PGA,And1,Blkd,playerID
Ryan Rollins,20,GSW,PG,12,0,62,-37.3,-39.8,7,5,3,1,0,0,14,0,2,rolliry01
Isaiah Todd,21,WAS,PF,6,1,61,-6.9,-5.7,0,1,2,1,0,0,11,0,1,toddis01
Sam Merrill,26,CLE,SG,5,0,59,-3.4,-9.2,0,0,1,0,0,0,13,0,0,merrisa01
Carlik Jones,25,CHI,PG,7,0,56,23.4,22.2,1,1,0,0,3,0,13,0,2,jonesca03
Gabe York,29,IND,SG,3,0,56,16.6,20.4,0,0,2,0,1,3,13,0,2,yorkga01
Devon Dotson,23,WAS,PG,6,0,53,-1.8,-0.6,3,0,3,0,0,0,20,0,2,dotsode01
Facundo Campazzo,31,DAL,PG,8,0,52,10.7,10.6,2,0,1,0,0,1,23,0,1,campafa01
Micah Potter,24,UTA,PF,7,0,52,-1.7,-0.7,1,1,4,0,0,1,9,0,0,pottemi01
Joe Wieskamp,23,TOR,SF,9,0,50,5.6,4.5,0,1,1,0,0,0,7,0,1,wieskjo01
Ron Harper Jr.,22,TOR,PF,9,0,48,16.8,15.9,0,0,3,0,1,0,9,1,1,harpero02
Xavier Sneed,25,CHA,SF,4,0,48,-23.9,-18.3,0,2,4,1,1,1,11,0,1,sneedxa01
Michael Carter-Williams,31,ORL,PG,4,0,44,-31.4,-28.9,3,0,4,1,4,0,16,1,2,cartemi01
Cole Swider,23,LAL,SF,7,0,41,-1.6,-2.2,0,0,2,0,0,0,10,0,0,swideco01
Mac McClung,24,PHI,SG,2,0,41,20,15.4,1,2,1,0,3,1,22,1,1,mccluma01
Jacob Gilyard,24,MEM,PG,1,0,41,-12.6,-16.3,2,0,2,0,0,0,17,0,0,gilyaja01
Kendall Brown,19,IND,SG,6,0,40,6.4,9.9,0,0,3,0,1,0,8,0,1,brownke03
Jarrell Brantley,26,UTA,PF,4,0,39,17.8,19.1,1,1,2,0,1,0,7,0,0,brantja01
Mfiondu Kabengele,25,BOS,PF,4,0,36,-10.6,-17.4,0,0,0,1,0,0,0,0,0,kabenmf01
RaiQuan Gray,23,BKN,PF,1,0,35,-19.4,-20.9,2,1,3,0,1,0,16,0,0,grayra01
Justin Champagnie,21,TOT,SF,5,0,34,-8.2,-13.1,0,0,1,0,0,1,9,0,2,champju01
Tony Bradley,25,CHI,C,12,0,33,13.3,11.8,0,0,1,1,0,0,2,0,0,bradlto01
Scotty Pippen Jr.,22,LAL,PG,6,0,32,-6.2,-6.8,2,0,1,0,4,0,5,1,2,pippesc02
Alize Johnson,26,SAS,PF,4,0,30,23.1,33.5,0,2,1,1,1,1,3,0,0,johnsal02
Jay Scrubb,22,ORL,SG,2,0,30,-29.6,-27,2,0,0,1,1,0,2,0,2,scrubja01
Neemias Queta,23,SAC,C,5,0,29,-36,-38.6,0,1,5,0,1,1,2,0,0,quetane01
Louis King,23,PHI,PF,1,0,29,5.4,0.7,0,1,2,1,1,0,5,1,0,kinglo02
Vernon Carey Jr.,21,WAS,C,11,0,28,-19,-17.8,1,0,5,0,1,0,7,0,1,careyve01
Trevor Hudgins,23,HOU,PG,5,0,28,9.3,17.7,1,0,0,0,1,0,7,0,0,hudgitr01
Kobi Simmons,25,CHA,SG,5,0,28,-36.9,-31.4,0,0,0,0,1,1,11,0,0,simmoko01
Darius Days,23,HOU,SF,4,0,25,4.1,12.5,0,0,2,0,1,0,3,0,1,daysda01
Sterling Brown,27,LAL,SF,4,0,24,-3,-3.6,0,0,3,0,0,0,4,0,1,brownst02
Chance Comanche,26,POR,C,1,0,21,-65.1,-61.7,0,0,0,0,0,0,0,0,0,comanch01
Marko Simonovic,23,CHI,C,7,0,20,36,34.6,0,0,3,0,0,0,0,0,0,simonma01
Xavier Moon,28,LAC,SG,4,0,20,-25,-25.7,1,0,2,0,0,0,12,0,0,moonxa01
Lester Quiñones,22,GSW,SG,4,0,18,17.9,16.2,2,1,0,0,3,0,4,0,0,quinole01
Dereon Seabron,22,NOP,SG,5,0,12,45.5,43.5,0,0,1,0,0,0,0,0,1,seabrde01
Dylan Windler,26,CLE,SF,3,0,10,-11.4,-17.2,1,0,0,0,0,0,2,0,0,windldy01
Malcolm Hill,27,CHI,SF,5,0,9,68.1,66.7,0,0,1,0,0,0,0,0,0,hillma01
Braxton Key,25,DET,SF,3,0,9,-15,-6.5,0,0,0,0,0,0,0,0,0,keybr01
Tyler Dorsey,26,DAL,SF,3,0,8,7.1,6.9,0,0,0,0,0,0,0,0,0,dorsety01
Trevor Keels,19,NYK,SG,3,0,8,-92.1,-95.5,0,0,0,0,0,0,0,0,0,keelstr01
Chima Moneke,27,SAC,SF,2,0,8,-48.2,-50.6,1,1,2,0,1,0,2,0,0,monekch01
Deonte Burton,29,SAC,PF,2,0,6,35.7,33.5,0,0,0,0,0,1,0,0,1,burtode02
Jordan Schakel,24,WAS,SF,2,0,6,33.3,34.7,0,0,0,0,0,0,3,0,0,schakjo01
Frank Jackson,24,UTA,PG,1,0,5,-37.5,-36.4,0,0,0,0,0,0,2,0,0,jacksfr01
Alondes Williams,23,BKN,SG,1,0,5,-45.5,-46.8,1,0,0,0,0,0,0,0,0,willial06
Donovan Williams,21,ATL,SG,2,0,4,83.3,83,0,0,0,0,0,0,0,0,0,willido02
Chris Silva,26,DAL,PF,1,0,3,12.5,12.3,0,0,1,1,0,0,0,0,0,silvach01
Stanley Umude,23,DET,SG,1,0,2,75,83.5,0,0,0,0,1,0,0,0,0,umudest01
Michael Foster Jr.,20,PHI,PF,1,0,1,-200,-204.8,0,0,0,0,0,0,0,0,0,fostemi02
